dataset,size,num_samples,prompt,n_shots,model,base_method,cal_method,split,norm_error_rate:values,norm_error_rate,norm_error_rate:mean,norm_error_rate:median,norm_error_rate:std,norm_error_rate:Q1,norm_error_rate:Q3,norm_cross_entropy:values,norm_cross_entropy,norm_cross_entropy:mean,norm_cross_entropy:median,norm_cross_entropy:std,norm_cross_entropy:Q1,norm_cross_entropy:Q3,ece:values,ece,ece:mean,ece:median,ece:std,ece:Q1,ece:Q3
dbpedia,128,1792,basic_dbpedia_0-shot_litgpt,0,lm_tinyllama,no_adaptation,bias_only,test,[0.15021793 0.15410959 0.14928394 0.1517746  0.15006227],0.151 ± 0.002,0.15108966376089664,0.15021793275217932,0.0017126117732845672,0.15006226650062265,0.15177459526774595,[0.22022827 0.22276118 0.22045857 0.22049551 0.2209537 ],0.221 ± 0.001,0.22097944767062527,0.22049551474960769,0.0009214104058952407,0.22045857294056412,0.22095370000560619,[0.18576525 0.18472879 0.18608726 0.18243745 0.18574762],0.185 ± 0.001,0.18495327345745313,0.18574761885557411,0.0013383561676153593,0.18472879054797176,0.18576525227405913
dbpedia,128,1792,basic_dbpedia_0-shot_litgpt,0,lm_tinyllama,no_adaptation,temp_scaling,test,[0.40068493 0.40068493 0.40068493 0.4008406  0.4008406 ],0.401 ± 0.000,0.400747198007472,0.4006849315068493,7.626057729713764e-05,0.4006849315068493,0.400840597758406,[0.86826823 0.86999373 0.86824862 0.86899424 0.86880431],0.869 ± 0.001,0.8688618274992974,0.8688043134889091,0.0006372484061744515,0.8682682335422873,0.8689942439907853,[0.40859053 0.38556805 0.4114346  0.39880529 0.42077097],0.405 ± 0.012,0.4050338876389821,0.4085905342978217,0.011991570088921091,0.39880529010350746,0.41143459638061886
banking77,64,4928,basic_banking77_0-shot_litgpt,0,lm_tinyllama,lora,affine_scalar_train_on_val,test,[0.14735099 0.12682119 0.16125828 0.13874172 0.13642384],0.142 ± 0.012,0.14211920529801322,0.13874172185430464,0.011589214757206557,0.13642384105960262,0.14735099337748345,[0.11823691 0.10525029 0.12187016 0.11244755 0.11492511],0.115 ± 0.006,0.11454600477742675,0.1149251112441555,0.0056253656130411,0.11244755111953832,0.11823691280835878,[0.01530703 0.01486017 0.01933232 0.02018054 0.01685876],0.017 ± 0.002,0.017307763390639753,0.0168587635568394,0.002123529597730636,0.015307027363732103,0.01933231647615054
banking77,64,4928,basic_banking77_0-shot_litgpt,0,lm_tinyllama,lora,no_calibration,test,[0.16788079 0.15662252 0.17384106 0.16092715 0.18311258],0.168 ± 0.009,0.16847682119205296,0.16788079470198675,0.009389971854180704,0.1609271523178808,0.17384105960264898,[0.13841981 0.12492191 0.13324851 0.12996577 0.14800069],0.135 ± 0.008,0.13491133758150167,0.13324850812628608,0.007882296833793588,0.12996576524430042,0.13841981046978719,[0.03370521 0.03383586 0.01589149 0.01024744 0.04580603],0.028 ± 0.013,0.027897207121946432,0.03370520922857437,0.013002907912016979,0.015891493860370767,0.03383585918472339
banking77,64,4928,basic_banking77_0-shot_litgpt,0,lm_tinyllama,no_adaptation,affine_scalar,test,[0.40397351 0.40463576 0.40629139 0.40596026 0.40463576],0.405 ± 0.001,0.4050993377483444,0.40463576158940395,0.0008785761034053977,0.40463576158940395,0.4059602649006622,[0.36244203 0.36200432 0.36161703 0.36235102 0.361371  ],0.362 ± 0.000,0.3619570794066728,0.3620043230958211,0.0004127289614857988,0.361617026856041,0.3623510227212171,[0.04016649 0.03830525 0.03380039 0.03345702 0.0429814 ],0.038 ± 0.004,0.037742110851151756,0.03830524564600905,0.0036754342276600818,0.03380039277674302,0.040166490934126345
banking77,64,4928,basic_banking77_0-shot_litgpt,0,lm_tinyllama,no_adaptation,no_calibration,test,[0.88145695 0.88145695 0.88145695 0.88344371 0.88145695],0.882 ± 0.001,0.8818543046357614,0.8814569536423841,0.0007947019867549532,0.8814569536423841,0.8814569536423841,[1.78291672 1.78291672 1.78291672 1.78268975 1.78291672],1.783 ± 0.000,1.7828713289248512,1.7829167235178198,9.078918593701246e-05,1.7829167235178198,1.7829167235178198,[0.48706296 0.48706296 0.48706296 0.4889652  0.48706296],0.487 ± 0.001,0.48744341020729537,0.48706296254521886,0.0007608953241530214,0.48706296254521886,0.48706296254521886
banking77,64,4928,basic_banking77_0-shot_litgpt,0,lm_tinyllama,no_adaptation,bias_only,test,[0.40463576 0.40529801 0.40397351 0.40728477 0.40562914],0.405 ± 0.001,0.40536423841059605,0.4052980132450331,0.0011160463275730161,0.40463576158940395,0.40562913907284764,[0.36613927 0.36569441 0.36547103 0.36596148 0.36516723],0.366 ± 0.000,0.3656866837929162,0.3656944086656892,0.00034546926716161677,0.3654710334576275,0.36596148379401433,[0.07653852 0.07517097 0.07508927 0.07235581 0.07677751],0.075 ± 0.002,0.07518641659264777,0.07517097489452541,0.0015736424437534696,0.07508926840766243,0.07653851787559851
banking77,64,4928,basic_banking77_0-shot_litgpt,0,lm_tinyllama,no_adaptation,temp_scaling,test,[0.88145695 0.88145695 0.88145695 0.88344371 0.88145695],0.882 ± 0.001,0.8818543046357614,0.8814569536423841,0.0007947019867549532,0.8814569536423841,0.8814569536423841,[0.89514161 0.89573129 0.89515837 0.89511266 0.89514038],0.895 ± 0.000,0.8952568620096238,0.8951416067266074,0.00023766820871522454,0.8951403783807265,0.8951583684760526,[0.05147118 0.04328118 0.05076869 0.05286568 0.05410822],0.050 ± 0.004,0.05049898989999961,0.0514711816176044,0.003787937339639634,0.05076869497816234,0.052865675348998324
20newsgroups,2,40,basic_20newsgroups_0-shot_litgpt,0,lm_tinyllama,lora,affine_scalar_train_on_val,test,[0.52180008 0.53063227 0.55025936 0.59245759 0.54451143],0.548 ± 0.024,0.5479321463619796,0.5445114257675593,0.02442049474204102,0.5306322725360999,0.5502593579139212,[0.64661835 0.5319726  0.64107501 0.83979844 0.62037025],0.656 ± 0.101,0.655966931727922,0.6410750140247773,0.10074215407840803,0.6203702480215577,0.6466183528601985,[0.15486141 0.10232904 0.16345069 0.2065255  0.20665184],0.167 ± 0.039,0.1667636954781755,0.16345068724096434,0.03866918863611213,0.15486141457009817,0.20652550338416062
20newsgroups,2,40,basic_20newsgroups_0-shot_litgpt,0,lm_tinyllama,lora,no_calibration,test,[0.55180149 0.53722137 0.5708678  0.62778635 0.5771765 ],0.573 ± 0.031,0.5729706995654003,0.5708677975606337,0.030831855194986796,0.5518014860507501,0.5771765035749334,[0.72886849 0.65466365 0.84736344 1.10334998 0.7146922 ],0.810 ± 0.160,0.809787550000042,0.7288684902244865,0.15952760870323787,0.7146922009956665,0.8473634364239387,[0.24313258 0.23449834 0.29295036 0.33190919 0.27214351],0.275 ± 0.035,0.2749267964574995,0.2721435140738803,0.03528433286567499,0.24313257678083539,0.29295036238736155
20newsgroups,2,40,basic_20newsgroups_0-shot_litgpt,0,lm_tinyllama,no_adaptation,affine_scalar,test,[0.45366606 0.45661012 0.51240712 0.5194168  0.60381326],0.509 ± 0.055,0.5091826720874808,0.5124071218281229,0.054618770203441275,0.4566101219683163,0.5194167951773447,[0.53283818 0.51016307 0.54730134 0.542471   0.66877746],0.560 ± 0.056,0.5603102088217777,0.5424709953510387,0.055717250275880224,0.5328381801598147,0.5473013420632395,[0.10490424 0.08381878 0.04599431 0.03922763 0.06369328],0.068 ± 0.024,0.06752764621322671,0.0636932778976625,0.024255674043415002,0.04599431080611478,0.08381878073114929
20newsgroups,2,40,basic_20newsgroups_0-shot_litgpt,0,lm_tinyllama,no_adaptation,no_calibration,test,[0.60409365 0.60479462 0.60479462 0.60409365 0.60479462],0.605 ± 0.000,0.6045142296368989,0.6047946165708677,0.00034340245938354247,0.6040936492359457,0.6047946165708677,[0.83271973 0.83278103 0.83278103 0.83271973 0.83278103],0.833 ± 0.000,0.8327565097757057,0.8327810318217862,3.003325017298409e-05,0.8327197267065852,0.8327810318217862,[0.24250646 0.24291227 0.24291227 0.24250646 0.24291227],0.243 ± 0.000,0.24274994387668108,0.2429122661214564,0.00019880333680132332,0.24250646050951813,0.2429122661214564
20newsgroups,2,40,basic_20newsgroups_0-shot_litgpt,0,lm_tinyllama,no_adaptation,bias_only,test,[0.48044301 0.46502173 0.52923034 0.51871583 0.53778214],0.506 ± 0.028,0.5062386092808075,0.5187158278424225,0.028437787771754767,0.4804430113556708,0.5292303378662554,[0.60152922 0.53440937 0.6040623  0.57485    0.59399455],0.582 ± 0.026,0.5817690866673303,0.5939945495438621,0.025798174779404846,0.5748499968636268,0.601529218345481,[0.07971069 0.07330195 0.13294257 0.11227111 0.15376465],0.110 ± 0.031,0.11039819323958663,0.11227111141642582,0.03069286728405848,0.07971068868516303,0.13294257115335295
20newsgroups,2,40,basic_20newsgroups_0-shot_litgpt,0,lm_tinyllama,no_adaptation,temp_scaling,test,[0.60409365 0.60479462 0.60479462 0.60409365 0.60479462],0.605 ± 0.000,0.6045142296368989,0.6047946165708677,0.00034340245938354247,0.6040936492359457,0.6047946165708677,[0.71512275 0.68154542 0.6838776  0.68829372 0.70009629],0.694 ± 0.012,0.693787156763767,0.6882937231175137,0.01243583499027523,0.6838776009219085,0.7000962911286865,[0.11443822 0.09956745 0.05076656 0.0622968  0.08663018],0.083 ± 0.023,0.08273984157205631,0.08663017863871446,0.023423489356833412,0.06229679833815265,0.09956744801444067
sst2,32,64,basic_sst2_0-shot_litgpt,0,lm_tinyllama,lora,affine_scalar_train_on_val,test,[0.28037383 0.37850467 0.21495327 0.20327103 0.17990654],0.251 ± 0.072,0.2514018691588785,0.2149532710280374,0.07176511312095168,0.20327102803738317,0.28037383177570097,[0.46307095 0.71737961 0.34457008 0.36841421 0.61527385],0.502 ± 0.144,0.5017417406781179,0.4630709489082195,0.14378026549808756,0.36841420938939207,0.61527385451424,[0.01653462 0.10799992 0.01597087 0.03230217 0.06975081],0.049 ± 0.036,0.04851167718759973,0.03230216812599053,0.03559251689147763,0.016534617923956368,0.06975080572496903
sst2,32,64,basic_sst2_0-shot_litgpt,0,lm_tinyllama,lora,no_calibration,test,[0.3317757  0.25934579 0.20093458 0.27102804 0.18224299],0.249 ± 0.053,0.24906542056074765,0.2593457943925233,0.05331200260542675,0.20093457943925236,0.2710280373831776,[0.52049163 0.4483971  0.37527198 0.44078618 0.32503414],0.422 ± 0.067,0.42199620660610576,0.44078617997442965,0.06683743643743653,0.37527198336023454,0.448397099903442,[0.02685534 0.05183223 0.06088476 0.02977762 0.01338355],0.037 ± 0.017,0.036546699708187726,0.0297776213290541,0.017333570255131374,0.02685533940538378,0.051832230281460306
sst2,32,64,basic_sst2_0-shot_litgpt,0,lm_tinyllama,no_adaptation,affine_scalar,test,[0.34813084 0.3364486  0.3364486  0.30373832 0.37850467],0.341 ± 0.024,0.3406542056074766,0.33644859813084116,0.024027962863892412,0.33644859813084116,0.34813084112149534,[0.57113504 0.54156762 0.6209545  0.50554739 0.58834991],0.566 ± 0.039,0.5655108932882154,0.571135039713634,0.039487079102413385,0.541567618328157,0.588349912351515,[0.05156061 0.02163992 0.07218102 0.01499388 0.04437923],0.041 ± 0.021,0.04095092979492629,0.04437923011474351,0.02071869183856788,0.021639916903317517,0.051560605963500025
sst2,32,64,basic_sst2_0-shot_litgpt,0,lm_tinyllama,no_adaptation,no_calibration,test,[0.31775701 0.31775701 0.31775701 0.31775701 0.31775701],0.318 ± 0.000,0.31775700934579443,0.31775700934579443,0.0,0.31775700934579443,0.31775700934579443,[0.68321071 0.68246029 0.68246029 0.68321071 0.68246029],0.683 ± 0.000,0.6827604532693797,0.6824602852244503,0.0003676292735829292,0.6824602852244503,0.6832107053367739,[0.17495928 0.17700146 0.17700146 0.17495928 0.17700146],0.176 ± 0.001,0.17618459102109169,0.17700146444396994,0.0010004615352462028,0.17495928088677437,0.17700146444396994
sst2,32,64,basic_sst2_0-shot_litgpt,0,lm_tinyllama,no_adaptation,bias_only,test,[0.31775701 0.31542056 0.32943925 0.31775701 0.30373832],0.317 ± 0.008,0.3168224299065421,0.31775700934579443,0.008174231628287818,0.3154205607476635,0.31775700934579443,[0.68319829 0.6818415  0.68259107 0.68281554 0.68211807],0.683 ± 0.000,0.682512895273521,0.6825910702871778,0.00048458925954971777,0.6821180670970458,0.6828155422466327,[0.18013303 0.18185477 0.17397669 0.18061571 0.18919522],0.181 ± 0.005,0.18115508288975074,0.18061571131795665,0.004857946229774659,0.18013302743931575,0.18185476641790177
sst2,32,64,basic_sst2_0-shot_litgpt,0,lm_tinyllama,no_adaptation,temp_scaling,test,[0.31775701 0.31775701 0.31775701 0.31775701 0.31775701],0.318 ± 0.000,0.31775700934579443,0.31775700934579443,0.0,0.31775700934579443,0.31775700934579443,[0.51673792 0.5203588  0.51405976 0.53014603 0.61608216],0.539 ± 0.039,0.5394769332493231,0.5203587992188152,0.038688564447513646,0.5167379166596877,0.5301460325416985,[0.02593389 0.02880519 0.00925272 0.05341888 0.12920376],0.049 ± 0.042,0.049322888392792766,0.028805194926980065,0.04235887290830092,0.02593388790662647,0.053418878427146974
banking77,1,77,basic_banking77_0-shot_litgpt,0,lm_tinyllama,lora,affine_scalar_train_on_val,test,[0.54205298 0.62715232 0.59470199 0.60629139 0.56423841],0.587 ± 0.030,0.586887417218543,0.5947019867549669,0.030271928118864228,0.5642384105960264,0.6062913907284768,[0.70603553 0.64128881 0.64400632 0.61064395 0.613207  ],0.643 ± 0.034,0.6430363208923446,0.6412888073604154,0.03438589591910779,0.6132070034332665,0.6440063181422339,[0.26185374 0.19644902 0.20829766 0.15651064 0.03307676],0.171 ± 0.077,0.17123756138920268,0.1964490170864193,0.07684484412515384,0.1565106381143943,0.2082976570360696
banking77,1,77,basic_banking77_0-shot_litgpt,0,lm_tinyllama,lora,no_calibration,test,[0.63708609 0.67748344 0.67913907 0.64370861 0.65430464],0.658 ± 0.017,0.6583443708609271,0.6543046357615894,0.01721140962780954,0.6437086092715232,0.6774834437086092,[1.01556663 0.98524847 1.07021173 1.05007512 0.94642166],1.014 ± 0.044,1.0135047228488476,1.0155666345025391,0.044397933721236266,0.9852484731368079,1.050075119572023,[0.28209662 0.31570382 0.3399692  0.32643248 0.29483377],0.312 ± 0.021,0.3118071792579051,0.31570382007000725,0.020942764673935122,0.2948337742007102,0.32643248299088234
banking77,1,77,basic_banking77_0-shot_litgpt,0,lm_tinyllama,no_adaptation,affine_scalar,test,[0.59735099 0.60927152 0.58311258 0.53245033 0.58708609],0.582 ± 0.026,0.5818543046357616,0.5870860927152317,0.026311817510638193,0.583112582781457,0.5973509933774834,[0.68675729 0.64415955 0.62456773 0.57807213 0.65604209],0.638 ± 0.036,0.6379197579179714,0.644159551085153,0.03609009213777631,0.6245677252177265,0.6560420890109474,[0.06134038 0.12255977 0.12452825 0.14654323 0.0308212 ],0.097 ± 0.044,0.09715856627654887,0.1225597676621358,0.04362741098236367,0.061340377557657706,0.1245282542962247
banking77,1,77,basic_banking77_0-shot_litgpt,0,lm_tinyllama,no_adaptation,no_calibration,test,[0.88344371 0.88145695 0.88145695 0.88178808 0.88145695],0.882 ± 0.001,0.8819205298013244,0.8814569536423841,0.0007723115092510191,0.8814569536423841,0.8817880794701987,[1.78268975 1.78291672 1.78291672 1.78229838 1.78291672],1.783 ± 0.000,1.7827476592642388,1.7829167235178198,0.00024122924427849785,1.7826897505529773,1.7829167235178198,[0.4889652  0.48706296 0.48706296 0.48780516 0.48706296],0.488 ± 0.001,0.4875918490645045,0.48706296254521886,0.0007444136210891588,0.48706296254521886,0.48780515683126424
banking77,1,77,basic_banking77_0-shot_litgpt,0,lm_tinyllama,no_adaptation,bias_only,test,[0.61821192 0.60562914 0.58940397 0.5602649  0.62251656],0.599 ± 0.023,0.599205298013245,0.6056291390728477,0.022620135737120472,0.5894039735099338,0.6182119205298012,[0.83550827 0.68975846 0.70588146 0.66588932 0.84650731],0.749 ± 0.077,0.7487089657122842,0.7058814621039531,0.07650762973276766,0.6897584588139035,0.8355082741219609,[0.1403533  0.12921421 0.10362032 0.07709942 0.15126251],0.120 ± 0.027,0.12030995149303148,0.12921420703849928,0.026776019240173574,0.1036203201530452,0.14035330086519499
banking77,1,77,basic_banking77_0-shot_litgpt,0,lm_tinyllama,no_adaptation,temp_scaling,test,[0.88344371 0.88145695 0.88145695 0.88178808 0.88145695],0.882 ± 0.001,0.8819205298013244,0.8814569536423841,0.0007723115092510191,0.8814569536423841,0.8817880794701987,[0.89543437 0.89792097 0.89514559 0.89502135 0.89874396],0.896 ± 0.002,0.8964532468908611,0.8954343696109814,0.0015620470721091607,0.8951455901223253,0.8979209661082389,[0.04367189 0.07100079 0.05127581 0.05282783 0.04584881],0.053 ± 0.010,0.052925028541854845,0.05127581492483368,0.009645268215590167,0.04584880772278486,0.05282783338121363
dbpedia,4,56,basic_dbpedia_0-shot_litgpt,0,lm_tinyllama,lora,affine_scalar_train_on_val,test,[0.19473848 0.16920922 0.2135741  0.14430262 0.16905355],0.178 ± 0.024,0.1781755915317559,0.16920921544209214,0.02382590849981897,0.1690535491905355,0.1947384806973848,[5.51431914 0.65083344 0.43972454 0.40535364 1.23748781],1.650 ± 1.955,1.6495437120304555,0.6508334364475626,1.9552684080981013,0.43972453982214066,1.237487808361992,[0.15931124 0.12783376 0.08174804 0.10976202 0.11484591],0.119 ± 0.025,0.11870019382366433,0.11484590750143249,0.025270092066975225,0.10976202068113187,0.127833758520599
dbpedia,4,56,basic_dbpedia_0-shot_litgpt,0,lm_tinyllama,lora,no_calibration,test,[0.26696762 0.26618929 0.29903487 0.23832503 0.20221046],0.255 ± 0.032,0.2545454545454545,0.2661892901618929,0.03246921885889979,0.23832503113325032,0.2669676214196762,[0.7598565  0.57890134 0.77781326 0.67792192 0.62174132],0.683 ± 0.077,0.6832468703843073,0.6779219188689534,0.07682592640935722,0.6217413240398647,0.7598565044215575,[0.10532201 0.10730753 0.1285576  0.04268441 0.07982305],0.093 ± 0.029,0.09273891988092778,0.10532200588454396,0.02941370388712498,0.0798230524300338,0.1073075311228647
dbpedia,4,56,basic_dbpedia_0-shot_litgpt,0,lm_tinyllama,no_adaptation,affine_scalar,test,[0.15784558 0.21793275 0.1867995  0.21544209 0.16998755],0.190 ± 0.024,0.18960149439601495,0.18679950186799502,0.02396411034904575,0.16998754669987548,0.21544209215442092,[0.17336527 0.26285008 0.26093299 0.21488998 0.18690041],0.220 ± 0.037,0.21978774487721534,0.21488997547924624,0.03689961351943492,0.18690040552904172,0.26093299104274925,[0.012881   0.06706466 0.05201864 0.02753932 0.0400843 ],0.040 ± 0.019,0.0399175816003811,0.04008429926904765,0.018802261941883384,0.027539319123602714,0.052018637860006586
dbpedia,4,56,basic_dbpedia_0-shot_litgpt,0,lm_tinyllama,no_adaptation,no_calibration,test,[0.4008406  0.40068493 0.40068493 0.40068493 0.4008406 ],0.401 ± 0.000,0.400747198007472,0.4006849315068493,7.626057729713766e-05,0.4006849315068493,0.400840597758406,[1.36678168 1.36609904 1.36609904 1.36609904 1.36678168],1.366 ± 0.000,1.3663720964555908,1.3660990379522673,0.0003344270015354123,1.3660990379522673,1.3667816842105762,[0.09106288 0.0906789  0.0906789  0.0906789  0.09106288],0.091 ± 0.000,0.09083249083896586,0.09067889710862874,0.0001881131335082842,0.09067889710862874,0.09106288143447153
dbpedia,4,56,basic_dbpedia_0-shot_litgpt,0,lm_tinyllama,no_adaptation,bias_only,test,[0.18072852 0.21014944 0.18321918 0.24252802 0.17543587],0.198 ± 0.025,0.19841220423412204,0.1832191780821918,0.025121388616253855,0.1807285180572852,0.2101494396014944,[0.24478202 0.40179153 0.25831465 0.26390349 0.24433879],0.283 ± 0.060,0.282626094307217,0.25831464593641307,0.06006675480979573,0.24478202083165518,0.2639034856729245,[0.1475173  0.12428151 0.15479066 0.11472828 0.17340293],0.143 ± 0.021,0.1429441372627493,0.1475172986446245,0.021134901384204027,0.12428151241474253,0.15479066296853788
dbpedia,4,56,basic_dbpedia_0-shot_litgpt,0,lm_tinyllama,no_adaptation,temp_scaling,test,[0.4008406  0.40068493 0.40068493 0.40068493 0.4008406 ],0.401 ± 0.000,0.400747198007472,0.4006849315068493,7.626057729713766e-05,0.4006849315068493,0.400840597758406,[0.95467756 0.88684453 0.95961733 0.87680401 0.90668605],0.917 ± 0.034,0.9169258976108969,0.906686050758892,0.03425567446344901,0.8868445318827952,0.9546775633158829,[0.23273472 0.34566867 0.23001785 0.3527056  0.30719864],0.294 ± 0.053,0.29366509489824083,0.30719863731908803,0.0531729096376456,0.23273471711843982,0.34566866607133745
